Ano;Mês;Data;Distrito;Concelho;Freguesia;Nível de Tensão;Energia Ativa (kWh);CodDistrito;CodDistritoConcelho;CodDistritoConcelhoFreguesia
2022;03;2022-03;VISEU;São Pedro do Sul;FIGUEIREDO DE ALVA;Baixa Tensão;72472.504;18;1816;181606
2022;04;2022-04;BEJA;Odemira;LUZIANES-GARE;Baixa Tensão;39200.366;02;0211;021115
2022;04;2022-04;BRAGA;Barcelos;REMELHE;Baixa Tensão;195978.602;03;0302;030263
2022;04;2022-04;BRAGANCA;Carrazeda de Ansiães;LINHARES;Baixa Tensão;40183.557;04;0403;040308
2022;04;2022-04;CASTELO BRANCO;Castelo Branco;UF FREIXIAL E JUNCAL DO CAMPO;Baixa Tensão;103511.992;05;0502;050229
2022;04;2022-04;COIMBRA;Miranda do Corvo;UF SEMIDE E RIO VIDE;Baixa Tensão;471161.437;06;0609;060906
2022;04;2022-04;LEIRIA;Alcobaça;ALJUBARROTA;Muito Alta, Alta e Média Tensões;1016641.725;10;1001;100120
2022;04;2022-04;LEIRIA;Caldas da Rainha;UF CALDAS RAINHA-POP COTO GREG;Muito Alta, Alta e Média Tensões;1555030.859;10;1006;100617
2022;04;2022-04;PORTO;Vila do Conde;VILA CHA;Baixa Tensão;525542.523;13;1316;131627
2022;04;2022-04;VIANA DO CASTELO;Arcos de Valdevez;UF ARCO VALDEVEZ FONCHE PARADA;Baixa Tensão;681770.831;16;1601;160154
2022;04;2022-04;VISEU;Castro daire;CASTRO DAIRE;Baixa Tensão;978034.507;18;1803;180304
2022;04;2022-04;VISEU;São João da Pesqueira;ERVEDOSA DO DOURO;Muito Alta, Alta e Média Tensões;83724.142;18;1815;181502
2022;05;2022-05;BRAGA;Braga;ADAUFE;Muito Alta, Alta e Média Tensões;792861.348;03;0303;030301
2022;05;2022-05;COIMBRA;Tábua;CANDOSA;Baixa Tensão;73788.641;06;0616;061602
2022;05;2022-05;FARO;Tavira;SANTA CATARINA FONTE BISPO;Muito Alta, Alta e Média Tensões;17940.641;08;0814;081404
2022;05;2022-05;LEIRIA;Leiria;CARANGUEJEIRA;Muito Alta, Alta e Média Tensões;278184.89;10;1009;100907
2022;05;2022-05;PORTO;Felgueiras;JUGUEIROS;Baixa Tensão;117418.723;13;1303;130307
2022;05;2022-05;VILA REAL;Chaves;CURALHA;Baixa Tensão;48019.322;17;1703;170310
2022;05;2022-05;VISEU;Tondela;UF BARREIRO BESTEIROS TOURIGO;Baixa Tensão;150041.44;18;1821;182127
2022;06;2022-06;BEJA;Alvito;ALVITO;Muito Alta, Alta e Média Tensões;615457.837;02;0203;020301
2022;06;2022-06;BRAGA;Póvoa de Lanhoso;UF AGUAS SANTAS E MOURE;Baixa Tensão;89908.922;03;0309;030930
2022;06;2022-06;BRAGANCA;Mogadouro;MEIRINHOS;Baixa Tensão;29396.145;04;0408;040809
2022;06;2022-06;GUARDA;Figueira de Castelo Rodrigo;VERMIOSA;Baixa Tensão;40259.819;09;0904;090415
2022;06;2022-06;LEIRIA;Ansião;CHAO DE COUCE;Baixa Tensão;279650.948;10;1003;100304
2022;06;2022-06;PORTO;Porto;RAMALDE;Baixa Tensão;6850682.265;13;1312;131211
2022;06;2022-06;VILA REAL;Valpaços;BOUCOAES;Baixa Tensão;37484.341;17;1712;171205
2022;07;2022-07;BRAGA;Fafe;REVELHE;Muito Alta, Alta e Média Tensões;423572.324;03;0307;030724
2022;07;2022-07;GUARDA;Aguiar da Beira;DORNELAS;Baixa Tensão;101693.127;09;0901;090105
2022;07;2022-07;VIANA DO CASTELO;Arcos de Valdevez;UF VILELA S COSME S DAMIAO SA;Baixa Tensão;76402.119;16;1601;160164
2022;07;2022-07;VISEU;Viseu;UF BARREIROS E CEPOES;Baixa Tensão;196747.067;18;1823;182335
2022;08;2022-08;BRAGA;Barcelos;AREIAS;Baixa Tensão;166141.646;03;0302;030210
2022;08;2022-08;BRAGA;Póvoa de Lanhoso;GERAZ DO MINHO;Muito Alta, Alta e Média Tensões;44784.773;03;0309;030914
2022;08;2022-08;FARO;Vila Real de Santo António;MONTE GORDO;Baixa Tensão;2101150.317;08;0816;081603
2022;08;2022-08;GUARDA;Seia;LORIGA;Baixa Tensão;144095.517;09;0912;091207
2022;08;2022-08;LEIRIA;Alvaiázere;PELMA;Baixa Tensão;105300.201;10;1002;100205
2022;08;2022-08;PORTALEGRE;Portalegre;URRA;Baixa Tensão;399059.64;12;1214;121410
2022;08;2022-08;VISEU;Mortágua;UF MORTAGUA REMIGIO CORTEG ALM;Baixa Tensão;782234.493;18;1808;180811
2022;09;2022-09;BRAGA;Barcelos;AREIAS;Muito Alta, Alta e Média Tensões;49282.256;03;0302;030210
2022;09;2022-09;COIMBRA;Soure;VILA NOVA DE ANCOS;Baixa Tensão;148473.768;06;0615;061511
2022;09;2022-09;EVORA;Vila Viçosa;N S CONCEICAO E SAO BARTOLOMEU;Muito Alta, Alta e Média Tensões;692314.388;07;0714;071406
2022;09;2022-09;EVORA;Vila Viçosa;PARDAIS;Muito Alta, Alta e Média Tensões;137763.873;07;0714;071404
2022;09;2022-09;GUARDA;Almeida;ALMEIDA;Muito Alta, Alta e Média Tensões;57248.184;09;0902;090203
2022;09;2022-09;GUARDA;Gouveia;CATIVELOS;Baixa Tensão;94359.854;09;0906;090603
2022;09;2022-09;GUARDA;Guarda;PORTO DA CARNE;Baixa Tensão;43130.086;09;0907;090732
2022;09;2022-09;PORTO;Amarante;VILA MEA;Muito Alta, Alta e Média Tensões;212053.759;13;1301;130147
2022;09;2022-09;PORTO;Paredes;BALTAR;Muito Alta, Alta e Média Tensões;296447.645;13;1310;131003
2022;09;2022-09;PORTO;Paredes;VANDOMA;Muito Alta, Alta e Média Tensões;282398.653;13;1310;131022
2022;09;2022-09;VIANA DO CASTELO;Viana do Castelo;DARQUE;Baixa Tensão;1175654.409;16;1609;160911
2022;09;2022-09;VIANA DO CASTELO;Viana do Castelo;UF MAZAREFES E VILA FRIA;Muito Alta, Alta e Média Tensões;730526.205;16;1609;160944
2022;09;2022-09;VISEU;Viseu;COTA;Baixa Tensão;119352.052;18;1823;182310
2022;10;2022-10;BRAGA;Amares;UF VILELA SERAMIL PAREDE SECAS;Baixa Tensão;59048.175;03;0301;030129
2022;10;2022-10;COIMBRA;Montemor-o-Velho;ARAZEDE;Muito Alta, Alta e Média Tensões;149520.916;06;0610;061002
2022;10;2022-10;PORTO;Paredes;PAREDES;Muito Alta, Alta e Média Tensões;792828.917;13;1310;131025
2022;10;2022-10;VIANA DO CASTELO;Ponte de Lima;ARCA E PONTE DE LIMA;Muito Alta, Alta e Média Tensões;427635.74;16;1607;160752
2022;10;2022-10;VISEU;Castro daire;CASTRO DAIRE;Baixa Tensão;929198.995;18;1803;180304
2022;10;2022-10;VISEU;Sernancelhe;CHOSENDO;Baixa Tensão;25189.047;18;1818;181803
2022;11;2022-11;AVEIRO;Santa Maria da Feira;LOUROSA;Muito Alta, Alta e Média Tensões;603006.181;01;0109;010913
2022;11;2022-11;BEJA;Odemira;COLOS;Muito Alta, Alta e Média Tensões;7647.431;02;0211;021118
2022;11;2022-11;COIMBRA;Figueira da Foz;VILA VERDE;Baixa Tensão;328076.627;06;0605;060513
2022;11;2022-11;COIMBRA;Oliveira do Hospital;UF LAGOS DA BEIRA E LAJEOSA;Baixa Tensão;209894.844;06;0611;061123
2022;11;2022-11;COIMBRA;Pampilhosa da Serra;PAMPILHOSA DA SERRA;Baixa Tensão;339434.111;06;0612;061206
2022;11;2022-11;LEIRIA;Óbidos;A DOS NEGROS;Baixa Tensão;255086.408;10;1012;101201
2022;11;2022-11;VILA REAL;Mesão Frio;OLIVEIRA;Baixa Tensão;32378.071;17;1704;170403
2022;12;2022-12;AVEIRO;Vale de Cambra;MACIEIRA DE CAMBRA;Baixa Tensão;867805.662;01;0119;011906
2022;12;2022-12;BEJA;Moura;POVOA DE SAO MIGUEL;Baixa Tensão;155771.947;02;0210;021002
2022;12;2022-12;GUARDA;Pinhel;LAMEGAL;Baixa Tensão;31316.791;09;0910;091012
2022;12;2022-12;PORTALEGRE;Portalegre;UF SE E SAO LOURENCO;Baixa Tensão;3211152.584;12;1214;121411
2022;12;2022-12;PORTO;Amarante;CANDEMIL;Muito Alta, Alta e Média Tensões;464.101;13;1301;130107
2022;12;2022-12;PORTO;Matosinhos;UF MATOSINHOS LECA PALMEIRA;Baixa Tensão;12625080.495;13;1308;130812
2022;12;2022-12;SANTAREM;Ferreira do Zêzere;NOSSA SENHORA DO PRANTO;Baixa Tensão;231091.68;14;1411;141110
2022;12;2022-12;VIANA DO CASTELO;Vila Nova de Cerveira;CORNES;Muito Alta, Alta e Média Tensões;14808.532;16;1610;161003
2022;12;2022-12;VISEU;Castro daire;GOSENDE;Baixa Tensão;48345.22;18;1803;180309
2023;01;2023-01;BRAGANCA;Mirandela;BOUCA;Baixa Tensão;48640.573;04;0407;040708
2023;01;2023-01;LEIRIA;Leiria;UF PARCEIROS E AZOIA;Muito Alta, Alta e Média Tensões;1990082.855;10;1009;100937
2023;01;2023-01;LISBOA;Lourinhã;VIMEIRO;Baixa Tensão;321697.077;11;1108;110808
2023;01;2023-01;VIANA DO CASTELO;Viana do Castelo;AFIFE;Baixa Tensão;407194.395;16;1609;160901
2023;01;2023-01;VILA REAL;Montalegre;UF PARADELA CONTIM E FIAES;Baixa Tensão;38109.832;17;1706;170639
2023;02;2023-02;BRAGANCA;Vila Flor;FREIXIEL;Baixa Tensão;82547.059;04;0410;041005
2023;02;2023-02;COIMBRA;Penacova;UF S PEDRO ALVA S PAIO MONDEGO;Baixa Tensão;268888.173;06;0613;061314
2023;02;2023-02;PORTO;Penafiel;CANELAS;Baixa Tensão;188245.817;13;1311;131105
2023;02;2023-02;PORTO;Vila do Conde;GIAO;Muito Alta, Alta e Média Tensões;336062.499;13;1316;131610
2023;02;2023-02;VISEU;Mangualde;ESPINHO;Baixa Tensão;153068.402;18;1806;180606
2023;02;2023-02;VISEU;São João da Pesqueira;UF S J PESQUEIRA VARZE TREVOES;Baixa Tensão;557584.023;18;1815;181515
2023;03;2023-03;GUARDA;Trancoso;FIAES;Baixa Tensão;25092.76;09;0913;091307
2023;03;2023-03;LEIRIA;Caldas da Rainha;CARVALHAL BENFEITO;Baixa Tensão;271904.574;10;1006;100604
2023;03;2023-03;LEIRIA;Porto de Mós;SERRO VENTOSO;Baixa Tensão;149610.277;10;1016;101613
2023;03;2023-03;LISBOA;Oeiras;UF OEIRAS BARRA P ARCOS CAXIAS;Baixa Tensão;11829415.047;11;1110;111014
2023;03;2023-03;PORTO;Penafiel;FONTE ARCADA;Baixa Tensão;189744.884;13;1311;131112
2023;03;2023-03;PORTO;Santo Tirso;UF LAMELAS E GUIMAREI;Baixa Tensão;227340.985;13;1314;131436
2023;03;2023-03;VIANA DO CASTELO;Ponte da Barca;UF CRASTO RUIVOS E GROVELAS;Baixa Tensão;100213.433;16;1606;160626
2023;03;2023-03;VILA REAL;Vila Real;UF NOGUEIRA E ERMIDA;Baixa Tensão;93425.64;17;1714;171435
2023;03;2023-03;VISEU;Lamego;CAMBRES;Baixa Tensão;193132.582;18;1805;180505
2023;04;2023-04;AVEIRO;Sever do Vouga;PESSEGUEIRO DO VOUGA;Baixa Tensão;225229.012;01;0117;011704
2023;04;2023-04;FARO;Olhão;PECHAO;Muito Alta, Alta e Média Tensões;261617.758;08;0810;081004
2023;04;2023-04;GUARDA;Vila Nova de Foz Côa;VILA NOVA DE FOZ COA;Muito Alta, Alta e Média Tensões;248092.442;09;0914;091419
2023;04;2023-04;LISBOA;Lisboa;BELEM;Baixa Tensão;4339352.354;11;1106;110658
2023;04;2023-04;PORTO;Gondomar;BAGUIM DO MONTE (RIO TINTO);Baixa Tensão;1740460.433;13;1304;130412
2023;04;2023-04;PORTO;Santo Tirso;VILA NOVA DO CAMPO;Baixa Tensão;625534.901;13;1314;131434
2023;04;2023-04;VIANA DO CASTELO;Ponte da Barca;OLEIROS;Baixa Tensão;63330.521;16;1606;160614
2023;05;2023-05;BRAGA;Barcelos;UF CREIXOMIL E MARIZ;Baixa Tensão;177035.369;03;0302;030297
2023;05;2023-05;BRAGA;Vizela;UF TAGILDE E VIZELA (SAO PAIO);Baixa Tensão;379047.638;03;0314;031409
2023;05;2023-05;CASTELO BRANCO;Fundão;TELHADO;Baixa Tensão;99953.995;05;0504;050427
2023;05;2023-05;LISBOA;Torres Vedras;RAMALHAL;Muito Alta, Alta e Média Tensões;2564831.233;11;1113;111311
2023;05;2023-05;PORTALEGRE;Avis;UF ALCORREGO E MARANHAO;Muito Alta, Alta e Média Tensões;259960.67;12;1203;120309
2023;06;2023-06;BEJA;Moura;AMARELEJA;Muito Alta, Alta e Média Tensões;101411.905;02;0210;021001
2023;06;2023-06;BRAGA;Terras de Bouro;RIBEIRA;Baixa Tensão;18252.315;03;0310;031012
2023;06;2023-06;COIMBRA;Coimbra;UF COIMBRA;Baixa Tensão;5132459.253;06;0603;060334
2023;06;2023-06;GUARDA;Gouveia;CATIVELOS;Baixa Tensão;85046.462;09;0906;090603
2023;06;2023-06;LEIRIA;Alcobaça;BARRIO;Muito Alta, Alta e Média Tensões;37327.612;10;1001;100104
2023;06;2023-06;LEIRIA;Bombarral;UF BOMBARRAL E VALE COVO;Muito Alta, Alta e Média Tensões;341203.774;10;1005;100506
2023;06;2023-06;PORTO;Trofa;UF CORONADO;Muito Alta, Alta e Média Tensões;552970.872;13;1318;131811
2023;06;2023-06;PORTO;Vila do Conde;UF RETORTA E TOUGUES;Baixa Tensão;255200.554;13;1316;131634
2023;06;2023-06;PORTO;Vila Nova de Gaia;UF GRIJO E SERMONDE;Baixa Tensão;1778636.142;13;1317;131725
2023;07;2023-07;PORTO;Felgueiras;JUGUEIROS;Muito Alta, Alta e Média Tensões;139089.468;13;1303;130307
2023;07;2023-07;VIANA DO CASTELO;Ponte de Lima;LABRUJO RENDUFE VILAR MONTE;Baixa Tensão;40933.548;16;1607;160759
2023;07;2023-07;VISEU;Lamego;FERREIROS DE AVOES;Baixa Tensão;35146.29;18;1805;180508
2023;07;2023-07;VISEU;Oliveira de Frades;UF O FRADES S LAFOES E SEJAES;Muito Alta, Alta e Média Tensões;1377018.421;18;1810;181015
2023;08;2023-08;BEJA;Odemira;SANTA CLARA-A-VELHA;Muito Alta, Alta e Média Tensões;191731.935;02;0211;021119
2023;08;2023-08;PORTO;Paredes;AGUIAR DE SOUSA;Muito Alta, Alta e Média Tensões;54194.636;13;1310;131001
2023;09;2023-09;AVEIRO;Ovar;ESMORIZ;Baixa Tensão;1732704.674;01;0115;011503
2023;09;2023-09;BRAGA;Póvoa de Lanhoso;GARFE;Baixa Tensão;123027.908;03;0309;030913
2023;09;2023-09;BRAGANCA;Mirandela;SAO SALVADOR;Baixa Tensão;25237.095;04;0407;040728
2023;09;2023-09;COIMBRA;Montemor-o-Velho;ARAZEDE;Muito Alta, Alta e Média Tensões;163188.865;06;0610;061002
2023;09;2023-09;PORTALEGRE;Fronteira;CABECO DE VIDE;Baixa Tensão;190144.879;12;1208;120801
2023;09;2023-09;VISEU;Tondela;CAMPO DE BESTEIROS;Baixa Tensão;220720.995;18;1821;182102
2023;10;2023-10;BRAGA;Barcelos;GILMONDE;Baixa Tensão;296627.556;03;0302;030237
2023;10;2023-10;BRAGA;Barcelos;REMELHE;Baixa Tensão;216643.713;03;0302;030263
2023;10;2023-10;BRAGANCA;Mirandela;FRECHAS;Baixa Tensão;122941.896;04;0407;040716
2023;10;2023-10;COIMBRA;Figueira da Foz;PAIAO;Muito Alta, Alta e Média Tensões;669582.058;06;0605;060523
2023;10;2023-10;COIMBRA;Góis;ALVARES;Baixa Tensão;187670.741;06;0606;060601
2023;10;2023-10;EVORA;Alandroal;UF ALANDROAL MATOS JUROMENHA;Baixa Tensão;554970.126;07;0701;070107
2023;10;2023-10;LEIRIA;Porto de Mós;PORTO MOS S J BAPTISTA S PEDRO;Muito Alta, Alta e Média Tensões;645871.692;10;1016;101614
2023;10;2023-10;LISBOA;Sintra;UF MASSAMA E MONTE ABRAAO;Muito Alta, Alta e Média Tensões;644961.094;11;1111;111125
2023;10;2023-10;PORTO;Baião;VALADARES;Baixa Tensão;95493.465;13;1302;130219
2023;10;2023-10;SANTAREM;Mação;UF MACAO PENHASCOSO ABOBOREIRA;Muito Alta, Alta e Média Tensões;336250.461;14;1413;141309
2023;11;2023-11;BRAGA;Amares;RENDUFE;Muito Alta, Alta e Média Tensões;73177.117;03;0301;030118
2023;11;2023-11;BRAGA;Vila Nova de Famalicão;FRADELOS;Muito Alta, Alta e Média Tensões;1099813.458;03;0312;031215
2023;11;2023-11;CASTELO BRANCO;Belmonte;CARIA;Baixa Tensão;363681.357;05;0501;050102
2023;11;2023-11;PORTO;Vila do Conde;UF MALTA E CANIDELO;Muito Alta, Alta e Média Tensões;207893.636;13;1316;131633
2023;11;2023-11;VILA REAL;Valpaços;SANTA VALHA;Muito Alta, Alta e Média Tensões;903.558;17;1712;171220
2023;11;2023-11;VISEU;Mortágua;UF MORTAGUA REMIGIO CORTEG ALM;Baixa Tensão;805107.249;18;1808;180811
2023;12;2023-12;BRAGA;Guimarães;URGEZES;Muito Alta, Alta e Média Tensões;750769.292;03;0308;030871
2023;12;2023-12;EVORA;Mora;MORA;Baixa Tensão;592497.128;07;0707;070703
2023;12;2023-12;LISBOA;Sintra;CASAL DE CAMBRA;Baixa Tensão;1743001.581;11;1111;111115
2023;12;2023-12;LISBOA;Torres Vedras;SAO PEDRO DA CADEIRA;Baixa Tensão;996767.462;11;1113;111314
2023;12;2023-12;PORTO;Lousada;LODARES;Baixa Tensão;429581.217;13;1305;130510
2023;12;2023-12;SANTAREM;Abrantes;UF ALDEIA DO MATO E SOUTO;Muito Alta, Alta e Média Tensões;165472.399;14;1401;140121
2023;12;2023-12;VIANA DO CASTELO;Arcos de Valdevez;MONTE REDONDO;Baixa Tensão;31004.511;16;1601;160122
2023;12;2023-12;VILA REAL;Alijó;UF CASTEDO E COTAS;Baixa Tensão;73683.321;17;1701;170121
2024;01;2024-01;AVEIRO;Anadia;UF TAMENGOS AGUIM OIS BAIRRO;Muito Alta, Alta e Média Tensões;2634023.138;01;0103;010318
2024;01;2024-01;AVEIRO;Arouca;ESCARIZ;Baixa Tensão;479533.873;01;0104;010409
2024;01;2024-01;AVEIRO;Arouca;SANTA EULALIA;Baixa Tensão;348157.303;01;0104;010416
2024;01;2024-01;BEJA;Castro Verde;SAO MARCOS DA ATABOEIRA;Baixa Tensão;59625.779;02;0206;020605
2024;01;2024-01;BRAGA;Barcelos;UF MILHAZES VILAR FIGOS FARIA;Baixa Tensão;326555.456;03;0302;0302FA
2024;01;2024-01;BRAGA;Vila Nova de Famalicão;UF VALE E TELHADO E PORTELA;Baixa Tensão;926798.294;03;0312;031259
2024;01;2024-01;COIMBRA;Montemor-o-Velho;UF MONTEMOR-O-VELHO E GATOES;Baixa Tensão;872199.91;06;0610;061016
2024;01;2024-01;SANTAREM;Ferreira do Zêzere;FERREIRA DO ZEZERE;Muito Alta, Alta e Média Tensões;83334.346;14;1411;141106
2024;01;2024-01;VILA REAL;Chaves;SAO PEDRO DE AGOSTEM;Muito Alta, Alta e Média Tensões;439676.705;17;1703;170333
2024;02;2024-02;BRAGA;Barcelos;UF VILA COVA E FEITOS;Muito Alta, Alta e Média Tensões;27965.742;03;0302;0302FH
2024;02;2024-02;FARO;Loulé;ALTE;Muito Alta, Alta e Média Tensões;22462.754;08;0808;080802
2024;02;2024-02;GUARDA;Vila Nova de Foz Côa;CUSTOIAS;Baixa Tensão;31875.575;09;0914;091405
2024;03;2024-03;BRAGA;Guimarães;AZUREM;Baixa Tensão;836671.015;03;0308;030804
2024;03;2024-03;BRAGANCA;Mirandela;LAMAS DE ORELHAO;Baixa Tensão;22182.445;04;0407;040718
2024;03;2024-03;BRAGANCA;Vila Flor;UF VALTORNO E MOURAO;Baixa Tensão;24284.911;04;0410;041022
2024;03;2024-03;BRAGANCA;Vimioso;VILAR SECO;Baixa Tensão;8304.039;04;0411;041113
2024;03;2024-03;GUARDA;Pinhel;TERRAS DE MASSUEIME;Baixa Tensão;11603.296;09;0910;091030
2024;03;2024-03;GUARDA;Seia;UF TOURAIS E LAJES;Baixa Tensão;115698.573;09;0912;091235
2024;03;2024-03;PORTALEGRE;Avis;UF BENAVILA E VALONGO;Baixa Tensão;62883.558;12;1203;120310
2024;03;2024-03;VILA REAL;Mondim de Basto;SAO CRISTOVAO MONDIM BASTO;Muito Alta, Alta e Média Tensões;26609.836;17;1705;170505
2024;03;2024-03;VISEU;Tabuaço;ADORIGO;Muito Alta, Alta e Média Tensões;20910.205;18;1819;181901
2021;03;2021-03;LISBOA;Lisboa;LISBOA;Muito Alta, Alta e Média Tensões;144874.32;11;1106;
2020;11;2020-11;BRAGA;Guimarães;URGEZES;Muito Alta, Alta e Média Tensões;707062.347;03;0308;030871
2020;11;2020-11;CASTELO BRANCO;Fundão;UF JANEIRO CIMA BOGAS BAIXO;Baixa Tensão;113552.458;05;0504;050433
2020;11;2020-11;FARO;Tavira;UF TAVIRA;Muito Alta, Alta e Média Tensões;871466.071;08;0814;081412
2020;11;2020-11;GUARDA;Almeida;UF AMOREIRA PARADA E CABREIRA;Baixa Tensão;51465.59;09;0902;090230
2020;11;2020-11;PORTO;Paços de Ferreira;EIRIZ;Baixa Tensão;349083.715;13;1309;130904
2020;11;2020-11;PORTO;Porto;PARANHOS;Muito Alta, Alta e Média Tensões;7122093.324;13;1312;131210
2020;11;2020-11;PORTO;Santo Tirso;NEGRELOS (SAO TOME);Baixa Tensão;452912.775;13;1314;131430
2020;11;2020-11;SANTAREM;Tomar;UF TOMAR E S MARIA DOS OLIVAIS;Baixa Tensão;3147591.523;14;1418;141821
2020;11;2020-11;SETUBAL;Seixal;CORROIOS;Baixa Tensão;6933503.844;15;1510;151005
2020;11;2020-11;VISEU;Castro daire;GOSENDE;Baixa Tensão;45126.258;18;1803;180309
2020;12;2020-12;AVEIRO;Ílhavo;GAFANHA DA ENCARNACAO;Muito Alta, Alta e Média Tensões;2643584.964;01;0110;011005
2020;12;2020-12;AVEIRO;Murtosa;BUNHEIRO;Baixa Tensão;474377.193;01;0112;011201
2020;12;2020-12;BEJA;Aljustrel;SAO JOAO DE NEGRILHOS;Muito Alta, Alta e Média Tensões;50392.599;02;0201;020104
2020;12;2020-12;BRAGA;Esposende;UF FONTE BOA E RIO TINTO;Muito Alta, Alta e Média Tensões;74485.633;03;0306;030619
2020;12;2020-12;BRAGANCA;Vimioso;VILAR SECO;Baixa Tensão;23349.369;04;0411;041113
2020;12;2020-12;CASTELO BRANCO;Castelo Branco;SANTO ANDRE DAS TOJEIRAS;Baixa Tensão;123269.168;05;0502;050221
2020;12;2020-12;COIMBRA;Mira;SEIXO;Baixa Tensão;253776.617;06;0608;060802
2020;12;2020-12;LEIRIA;Leiria;UF SANTA EUFEMIA E BOA VISTA;Baixa Tensão;978949.238;10;1009;100939
2020;12;2020-12;LISBOA;Vila Franca de Xira;VILA FRANCA DE XIRA;Muito Alta, Alta e Média Tensões;1752421.836;11;1114;111409
2020;12;2020-12;PORTO;Paredes;SOBREIRA;Muito Alta, Alta e Média Tensões;49989.901;13;1310;131020
2020;12;2020-12;PORTO;Vila Nova de Gaia;UF PEDROSO E SEIXEZELO;Muito Alta, Alta e Média Tensões;3793679.829;13;1317;131728
2020;12;2020-12;SANTAREM;Abrantes;UF ALVEGA E CONCAVADA;Baixa Tensão;296693.156;14;1401;140122
2021;01;2021-01;AVEIRO;Oliveira do Bairro;OIA;Muito Alta, Alta e Média Tensões;1982873.759;01;0114;011403
2021;01;2021-01;BRAGA;Barcelos;BALUGAES;Baixa Tensão;125872.547;03;0302;030212
2021;01;2021-01;BRAGA;Guimarães;SANDE (SAO MARTINHO);Baixa Tensão;348285.694;03;0308;030858
2021;01;2021-01;BRAGANCA;Mirandela;FRECHAS;Baixa Tensão;148232.197;04;0407;040716
2021;01;2021-01;GUARDA;Seia;UF SANTA MARINHA SAO MARTINHO;Baixa Tensão;203961.603;09;0912;091232
2021;01;2021-01;LISBOA;Lisboa;AVENIDAS NOVAS;Baixa Tensão;13345368.668;11;1106;110657
2021;01;2021-01;PORTALEGRE;Nisa;ALPALHAO;Muito Alta, Alta e Média Tensões;47723.161;12;1212;121201
2021;01;2021-01;PORTALEGRE;Sousel;SOUSEL;Baixa Tensão;570934.117;12;1215;121504
2021;01;2021-01;SETUBAL;Montijo;CANHA;Baixa Tensão;601201.488;15;1507;150701
2021;02;2021-02;AVEIRO;Oliveira de Azeméis;CARREGOSA;Baixa Tensão;559009.384;01;0113;011301
2021;02;2021-02;AVEIRO;Sever do Vouga;UF SILVA ESCURA E DORNELAS;Baixa Tensão;308649.482;01;0117;011711
2021;02;2021-02;BEJA;Almodôvar;ROSARIO;Muito Alta, Alta e Média Tensões;41082.513;02;0202;020203
2021;02;2021-02;BRAGANCA;Macedo de Cavaleiros;LAMAS;Baixa Tensão;60636.255;04;0405;040518
2021;02;2021-02;BRAGANCA;Torre de Moncorvo;TORRE DE MONCORVO;Baixa Tensão;638260.508;04;0409;040916
2021;02;2021-02;GUARDA;Guarda;VILA FRANCA DO DEAO;Baixa Tensão;15702.232;09;0907;090752
2021;02;2021-02;GUARDA;Pinhel;PINZIO;Baixa Tensão;81061.974;09;0910;091018
2021;02;2021-02;PORTO;Vila do Conde;UF RIO MAU E ARCOS;Muito Alta, Alta e Média Tensões;717754.495;13;1316;131635
2021;02;2021-02;SANTAREM;Mação;ENVENDOS;Baixa Tensão;156338.736;14;1413;141305
2021;02;2021-02;SETUBAL;Sesimbra;SESIMBRA (SANTIAGO);Baixa Tensão;1005725.488;15;1511;151102
2021;02;2021-02;VIANA DO CASTELO;Ponte da Barca;SAMPRIZ;Baixa Tensão;27432.856;16;1606;160619
2021;02;2021-02;VIANA DO CASTELO;Ponte de Lima;GEMIEIRA;Baixa Tensão;112850.842;16;1607;160727
2021;02;2021-02;VILA REAL;Alijó;UF CASTEDO E COTAS;Muito Alta, Alta e Média Tensões;12244.99;17;1701;170121
2021;02;2021-02;VISEU;Santa Comba Dão;PINHEIRO DE AZERE;Baixa Tensão;92991.569;18;1814;181403
2021;03;2021-03;AVEIRO;Oliveira do Bairro;UF BUSTOS TROVISCAL MAMARROSA;Muito Alta, Alta e Média Tensões;3216240.678;01;0114;011407
2021;03;2021-03;BRAGA;Esposende;UF BELINHO E MAR;Muito Alta, Alta e Média Tensões;20862.856;03;0306;030617
2021;03;2021-03;BRAGA;Vizela;UF CALDAS VIZELA;Muito Alta, Alta e Média Tensões;2533618.061;03;0314;031408
2021;03;2021-03;EVORA;Évora;SAO MIGUEL DE MACHEDE;Baixa Tensão;164568.643;07;0705;070509
2021;03;2021-03;FARO;Loulé;ALTE;Baixa Tensão;410588.21;08;0808;080802
2021;03;2021-03;GUARDA;Almeida;ALMEIDA;Muito Alta, Alta e Média Tensões;11502.68;09;0902;090203
2021;03;2021-03;GUARDA;Sabugal;ALDEIA DO BISPO;Baixa Tensão;39296.443;09;0911;091102
2021;04;2021-04;AVEIRO;Santa Maria da Feira;LOUROSA;Muito Alta, Alta e Média Tensões;529964.599;01;0109;010913
2021;04;2021-04;BRAGANCA;Mogadouro;SAO MARTINHO DO PESO;Baixa Tensão;34568.115;04;0408;040817
2021;04;2021-04;SANTAREM;Torres Novas;UF TORRES NOVAS;Baixa Tensão;1606273.694;14;1419;141920
2021;04;2021-04;SETUBAL;Sesimbra;SESIMBRA (CASTELO);Baixa Tensão;3797678.028;15;1511;151101
2021;04;2021-04;VIANA DO CASTELO;Ponte de Lima;NAVIO E VITORINO DOS PIAES;Baixa Tensão;187769.589;16;1607;160760
